Id,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
1,2023-05,Alabama,10733,92,17565,9949,1179,964,0,6,5,0,2051,817,9,54,1,0,0,0,30,21,12,1,2,0,43491
2,2023-05,Alaska,185,10,3115,2346,294,229,0,0,0,0,137,72,1,19,11,0,0,0,1,0,0,0,0,0,6420
3,2023-05,Arizona,11852,1283,16609,8057,1550,1023,0,9,1,0,1097,363,6,211,22,0,0,0,6,2,0,1,0,0,42092
4,2023-05,Arkansas,2697,79,6456,4327,405,394,8,5,5,2,942,690,1,0,0,0,0,0,5,7,1,0,0,0,16024
5,2023-05,California,25144,18395,34421,21695,4841,1,0,0,2,0,613,327,35,1864,899,117,0,0,7763,3190,565,19,7,0,119898
6,2023-05,Colorado,9246,11,18190,11014,1574,1682,0,0,0,0,0,0,0,303,30,0,0,0,0,0,0,0,0,0,42050
7,2023-05,Connecticut,7292,629,4991,1776,1779,0,1,0,0,0,0,0,0,0,0,0,0,0,436,155,134,0,0,0,17193
8,2023-05,Delaware,984,0,2470,778,87,91,0,0,0,0,26,3,0,87,0,1,0,0,70,11,1,1,0,0,4610
9,2023-05,District of Columbia,895,1,355,5,0,2,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1277
10,2023-05,Florida,12457,0,61383,21861,4709,3189,0,6,6,0,3421,832,10,1471,119,0,0,0,285,158,51,44,36,0,110038
11,2023-05,Georgia,13018,0,17312,7429,857,753,1,21,5,0,2090,705,17,81,0,0,0,0,13,2,1,0,0,0,42305
12,2023-05,Guam,0,0,113,64,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
13,2023-05,Hawaii,2282,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2287
14,2023-05,Idaho,7179,136,5047,4681,590,322,0,0,4,0,284,257,3,88,21,0,0,0,7,10,2,0,1,0,18632
15,2023-05,Illinois,341541,0,23805,11014,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377463
16,2023-05,Indiana,398,26309,18327,10110,1464,916,0,2,2,0,734,264,26,61,6,0,0,0,22,15,3,2,1,0,58662
17,2023-05,Iowa,3861,3063,2236,1939,136,74,2,0,0,0,22,25,1,60,10,1,0,0,2,0,0,0,0,0,11432
18,2023-05,Kansas,2034,4,5434,3993,535,349,0,4,0,0,421,178,2,109,28,1,0,0,3,3,3,0,0,0,13101
19,2023-05,Kentucky,790,317915,9498,6426,502,580,7,10,3,0,1464,739,3,42,5,0,0,0,11,11,2,0,1,0,338009
20,2023-05,Louisiana,2291,493,10189,5502,681,587,0,7,2,0,794,416,11,0,0,0,0,0,11,7,2,2,0,0,20995
21,2023-05,Maine,482,10,3398,3030,273,241,2,1,0,0,71,50,0,34,13,1,0,0,8,5,2,1,0,0,7622
22,2023-05,Mariana Islands,0,0,17,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
23,2023-05,Maryland,8767,50,11070,5267,109,5,0,4,0,0,89,67,1,107,26,4,0,0,0,8,8,0,0,1,25583
24,2023-05,Massachusetts,8918,1,4567,2330,1095,230,6,0,0,1,8,13,2,2,0,0,0,0,23,19,7,0,0,0,17222
25,2023-05,Michigan,18254,6410,18504,12622,1673,808,0,0,1,0,15,198,2,79,23,1,0,0,27,16,2,1,0,0,58636
26,2023-05,Minnesota,15261,34442,9207,8339,913,577,0,2,2,0,159,182,2,108,17,0,0,0,7,19,1,0,0,0,69238
27,2023-05,Mississippi,2849,0,7790,4296,375,385,0,7,2,0,1438,576,8,19,0,0,0,0,9,0,0,1,0,0,17755
28,2023-05,Missouri,797,123,17012,11619,1610,1116,0,5,1,1,1181,542,19,434,39,2,0,0,28,17,3,2,2,0,34553
29,2023-05,Montana,973,1,4235,4011,314,387,5,2,2,0,418,351,1,61,17,2,0,0,3,4,0,0,1,0,10788
30,2023-05,Nebraska,4949,139,158,1205,19,7,0,0,0,0,3,27,0,30,7,0,0,0,0,1,0,0,0,0,6545
31,2023-05,Nevada,3576,0,4890,2324,352,340,0,1,0,0,201,67,0,0,0,0,0,0,401,145,15,2,0,0,12314
32,2023-05,New Hampshire,1122,4,5556,2861,388,0,50,1,1,0,0,2,0,123,8,5,0,0,0,0,0,0,0,0,10121
33,2023-05,New Jersey,0,0,8319,3667,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,99,77,5,3,0,4,13195
34,2023-05,New Mexico,1357,0,6492,3980,574,374,0,14,5,0,416,274,1,22,2,0,0,0,73,33,2,0,1,0,13620
35,2023-05,New York,5867,2688,10007,9564,1007,265,0,0,0,1,36,48,3,46,89,1,1,0,312,253,27,8,9,2,30234
36,2023-05,North Carolina,18244,467,30437,10045,1315,921,2,10,4,1,1787,900,7,904,123,4,3,0,41,11,0,0,1,0,65227
37,2023-05,North Dakota,784,24,1602,2142,125,92,0,0,1,0,65,57,1,9,2,0,0,0,119,17,1,0,0,0,5041
38,2023-05,Ohio,9365,1093,20161,11643,1319,1097,0,10,0,0,1122,374,12,276,110,93,0,0,10,5,0,1,2,0,46693
39,2023-05,Oklahoma,3347,2,11097,7021,1109,844,0,22,6,1,1613,864,3,120,7,0,0,0,21,28,5,2,1,0,26113
40,2023-05,Oregon,5986,369,19095,15002,2558,15,5,0,0,0,2,0,0,200,43,0,0,0,378,329,51,0,0,0,44033
41,2023-05,Pennsylvania,31735,0,37238,17503,23,0,337,0,0,0,0,0,0,868,94,1,0,0,0,0,0,0,0,0,87799
42,2023-05,Puerto Rico,0,0,4803,373,44,49,0,0,1,0,47,5,0,0,0,0,0,0,994,80,15,3,0,0,6414
43,2023-05,Rhode Island,0,0,976,610,117,132,0,0,1,0,0,2,0,23,8,1,0,0,11,1,0,1,0,0,1883
44,2023-05,South Carolina,9849,635,10051,5112,856,470,2,11,0,0,714,228,2,264,22,13,0,0,4,4,0,0,0,0,28237
45,2023-05,South Dakota,887,13,1683,2009,143,113,0,0,0,0,100,89,1,0,2,2,0,0,3,6,1,0,0,0,5052
46,2023-05,Tennessee,13188,50,25911,13591,1592,0,0,0,0,0,3,0,0,97,12,0,0,0,0,0,0,0,0,0,54444
47,2023-05,Texas,23734,0,58444,27280,3780,3094,41,44,13,3,6589,2209,39,208,6,0,0,0,54,28,10,2,0,2,125580
48,2023-05,Utah,18502,58078,4930,4030,731,0,0,1,2,0,211,169,0,218,54,55,0,0,0,0,0,0,0,0,86981
49,2023-05,Vermont,0,0,1429,1407,85,93,0,4,1,1,9,12,0,7,0,0,0,0,4,4,1,0,0,0,3057
50,2023-05,Virgin Islands,74,33,37,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,152
51,2023-05,Virginia,289,212,22469,12389,3212,0,0,0,0,0,0,0,0,536,81,0,0,0,0,0,0,0,0,0,39188
52,2023-05,Washington,16877,259,16683,8441,1011,81,32,2,5,3,312,402,8,646,123,22,0,0,323,194,75,0,2,1,45502
53,2023-05,West Virginia,2500,134,4709,4671,243,341,7,3,1,0,671,429,1,16,1,6,0,0,8,6,0,0,0,0,13747
54,2023-05,Wisconsin,11254,830,15866,10353,877,47,0,0,0,3,146,135,10,139,29,6,0,0,0,0,0,0,0,0,39695
55,2023-05,Wyoming,546,9,2165,2024,165,149,19,0,0,0,131,119,2,32,5,0,0,0,8,9,1,0,0,0,5384
56,2023-04,Alabama,9948,113,18898,11836,1172,1032,0,5,6,0,1983,782,16,9,0,0,0,0,24,23,7,1,0,1,45856
57,2023-04,Alaska,217,9,3390,2743,327,234,0,3,1,0,119,76,3,36,12,0,0,0,1,0,0,1,0,0,7172
58,2023-04,Arizona,11311,1150,18141,9179,1603,1086,0,11,2,1,1079,381,4,192,17,0,0,0,4,4,2,0,0,0,44167
59,2023-04,Arkansas,3076,365,6947,5295,427,425,4,8,6,0,968,638,1,0,0,0,0,0,7,8,2,0,1,0,18178
60,2023-04,California,24760,14401,35813,23385,5158,1,0,0,0,0,480,325,31,1180,635,64,0,0,7622,3037,544,38,14,0,117488
61,2023-04,Colorado,9217,6,20159,13616,2038,2246,0,0,0,0,0,0,0,287,44,1,0,0,0,0,0,0,0,0,47614
62,2023-04,Connecticut,7428,588,5971,1919,1023,0,8,0,0,0,0,0,0,0,0,0,0,0,499,146,76,0,0,0,17658
63,2023-04,Delaware,1113,0,2270,899,99,86,0,0,1,0,18,8,0,67,0,0,0,0,76,11,2,0,0,0,4650
64,2023-04,District of Columbia,846,0,394,9,1,2,19,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,1293
65,2023-04,Florida,15760,0,69152,24519,4616,3578,0,7,3,0,3449,813,7,1325,99,2,0,0,307,196,73,52,41,1,124000
66,2023-04,Georgia,12933,0,18162,8498,882,779,0,20,3,2,1844,691,12,72,1,0,0,0,7,6,0,1,0,0,43913
67,2023-04,Guam,0,0,142,80,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
68,2023-04,Hawaii,1912,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1916
69,2023-04,Idaho,11989,115,5796,5703,619,376,0,2,1,0,291,229,4,80,14,5,0,0,16,5,1,1,0,0,25247
70,2023-04,Illinois,397601,0,27184,11406,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437555
71,2023-04,Indiana,412,28966,20732,12656,1670,1056,1,3,0,0,732,312,16,74,6,0,0,0,20,18,1,2,0,0,66677
72,2023-04,Iowa,4984,5011,2867,2720,161,105,3,0,0,0,29,20,0,72,15,1,0,0,2,1,0,0,0,0,15991
73,2023-04,Kansas,1898,0,6260,4871,622,404,0,4,1,0,411,218,8,83,12,0,0,0,12,4,0,0,0,0,14808
74,2023-04,Kentucky,735,319886,10210,8238,646,632,17,6,7,1,1313,742,2,38,9,0,0,0,11,17,2,0,1,0,342513
75,2023-04,Louisiana,6444,659,10749,5961,800,639,0,5,2,2,714,414,13,0,0,0,0,0,8,11,4,0,0,0,26425
76,2023-04,Maine,530,1,3975,3884,332,267,1,0,0,0,49,45,1,23,13,0,0,0,7,3,0,0,1,0,9132
77,2023-04,Mariana Islands,0,0,19,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
78,2023-04,Maryland,11002,21,10756,5927,128,4,0,0,0,0,103,84,0,82,10,7,0,0,0,27,5,0,1,0,28157
79,2023-04,Massachusetts,9026,1,5099,2854,1415,289,0,0,0,0,7,12,0,2,0,0,0,0,41,23,8,1,0,0,18778
80,2023-04,Michigan,17952,6640,22895,17266,2059,1089,0,2,0,2,24,209,10,79,6,0,0,0,32,11,0,0,0,0,68276
81,2023-04,Minnesota,16661,40764,12619,13620,1143,931,0,1,0,0,157,161,0,103,18,1,0,0,16,15,3,0,1,0,86214
82,2023-04,Mississippi,2848,0,8473,5084,374,363,0,3,2,0,1347,567,8,11,0,0,0,0,7,3,0,0,1,0,19091
83,2023-04,Missouri,808,146,17821,13932,1600,1269,1,5,2,0,1144,582,20,349,40,0,0,0,33,21,3,0,2,0,37778
84,2023-04,Montana,1206,2,4677,4987,371,350,23,3,1,0,360,382,1,26,9,2,0,0,6,5,2,1,1,0,12415
85,2023-04,Nebraska,4929,149,174,1592,22,7,0,0,1,0,2,15,0,19,7,0,0,0,0,1,0,0,0,0,6918
86,2023-04,Nevada,4123,0,5193,2525,369,344,0,0,0,0,216,66,0,2,0,0,0,0,354,95,22,0,0,0,13309
87,2023-04,New Hampshire,1206,4,6140,3556,455,0,60,0,2,0,0,7,0,95,4,6,0,0,0,1,0,0,0,0,11536
88,2023-04,New Jersey,0,0,8404,3677,982,0,0,0,0,0,0,0,0,0,0,0,0,0,81,41,4,1,0,3,13193
89,2023-04,New Mexico,779,0,6711,4144,569,422,0,5,1,0,357,297,3,57,2,0,0,0,85,37,5,1,1,0,13476
90,2023-04,New York,5224,2770,11156,12438,1366,255,0,0,1,1,22,47,6,44,70,2,1,3,275,276,18,8,9,2,33994
91,2023-04,North Carolina,18825,389,46040,11984,1388,1191,0,17,8,1,1588,907,9,822,155,4,2,3,41,12,3,5,1,0,83395
92,2023-04,North Dakota,575,3,2115,3021,163,140,0,0,0,1,47,70,0,3,3,0,0,0,2,2,0,0,0,0,6145
93,2023-04,Ohio,9427,353,23293,15181,1549,1284,0,4,1,0,1098,369,8,267,104,60,0,0,20,6,0,0,2,0,53026
94,2023-04,Oklahoma,3207,13,12767,8668,1360,937,4,23,10,1,1535,818,4,106,3,2,0,0,32,30,6,2,3,0,29531
95,2023-04,Oregon,6361,357,26529,16392,301,27,0,0,0,0,1,1,1,162,46,0,0,0,54,53,7,0,0,0,50292
96,2023-04,Pennsylvania,31299,0,43869,21576,47,0,360,0,0,0,0,0,0,726,83,0,0,0,0,0,0,0,0,0,97960
97,2023-04,Puerto Rico,0,0,4396,382,40,46,0,0,0,0,47,3,0,0,0,0,0,0,933,84,6,2,0,0,5939
98,2023-04,Rhode Island,0,0,1176,736,148,177,0,0,0,0,3,4,1,22,14,10,0,0,5,8,0,0,2,0,2306
99,2023-04,South Carolina,6034,635,10395,5517,737,523,1,8,2,0,693,256,3,266,11,8,0,0,7,6,1,0,0,0,25103
100,2023-04,South Dakota,980,19,2093,2740,191,155,0,1,0,0,98,66,1,4,1,7,0,0,5,13,0,0,0,0,6374
101,2023-04,Tennessee,16198,100,27862,16636,1935,0,0,0,0,0,2,0,0,103,6,1,0,0,0,0,0,0,0,0,62843
102,2023-04,Texas,25622,0,56795,28584,4022,3191,24,49,23,2,6282,2334,55,306,16,1,0,0,47,28,8,5,0,0,127394
103,2023-04,Utah,15136,55823,5118,4380,757,0,0,3,3,0,217,192,1,218,44,41,0,0,0,0,0,0,0,0,81933
104,2023-04,Vermont,0,0,1708,1881,105,132,2,2,1,0,5,14,1,2,0,1,0,0,3,2,0,0,0,0,3859
105,2023-04,Virgin Islands,27,23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,79
106,2023-04,Virginia,427,194,25421,15125,3368,0,0,0,0,0,0,0,0,473,69,0,0,0,0,0,0,0,0,0,45077
107,2023-04,Washington,15817,374,23767,19992,24063,407,13,10,14,25,317,502,75,560,113,11,0,0,389,375,636,0,2,1,87463
108,2023-04,West Virginia,2690,212,4945,5480,272,358,18,7,0,0,586,459,0,27,1,0,0,0,10,3,0,0,0,0,15068
109,2023-04,Wisconsin,14239,897,19668,15193,1093,67,0,0,1,2,157,124,3,126,25,4,0,0,0,5,0,0,0,0,51604
110,2023-04,Wyoming,519,11,2275,2214,193,163,20,1,1,0,128,103,0,23,3,0,0,0,6,15,3,0,0,0,5678
111,2023-03,Alabama,14315,263,23132,15158,1314,1269,0,17,3,1,2564,1116,16,46,3,0,0,0,35,34,8,0,0,0,59294
112,2023-03,Alaska,354,7,3295,2610,397,221,0,1,0,0,136,95,2,29,15,0,0,0,0,1,0,1,0,0,7164
113,2023-03,Arizona,12965,1377,20940,10397,1772,1249,0,7,2,1,1446,503,5,260,22,0,0,0,7,1,2,0,1,0,50957
114,2023-03,Arkansas,4460,595,8827,6436,573,547,4,14,11,1,1280,918,3,0,0,0,0,0,7,12,4,0,0,0,23692
115,2023-03,California,25878,13200,40714,26473,5455,0,0,1,1,0,746,409,16,1731,927,82,0,0,8581,3392,626,116,51,0,128399
116,2023-03,Colorado,11466,5,24432,15658,2504,2464,0,0,0,0,0,0,0,340,46,0,0,0,0,0,0,0,0,0,56915
117,2023-03,Connecticut,9850,640,7098,2405,1076,0,5,0,0,0,0,0,0,0,0,0,0,0,627,196,87,0,0,0,21984
118,2023-03,Delaware,533,0,2596,1160,94,94,0,0,0,0,30,6,0,63,0,0,0,0,51,23,0,0,0,0,4650
119,2023-03,District of Columbia,1101,0,412,20,1,8,3,0,0,0,0,0,0,2,0,54,0,0,0,0,0,0,0,0,1601
120,2023-03,Florida,22358,0,65213,25801,4828,3351,0,16,6,0,4058,975,6,1495,138,4,0,0,308,204,67,58,41,0,128927
121,2023-03,Georgia,16978,0,22752,10535,1068,1032,0,16,9,1,2274,880,13,74,0,0,0,0,12,3,1,0,0,0,55648
122,2023-03,Guam,0,0,133,107,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
123,2023-03,Hawaii,2307,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2310
124,2023-03,Idaho,7853,113,6539,5830,724,439,0,3,1,0,298,248,1,103,11,2,0,0,8,6,0,1,0,0,22180
125,2023-03,Illinois,449383,0,34238,14033,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499315
126,2023-03,Indiana,462,31395,26541,14706,2078,1247,13,2,1,1,961,392,24,87,9,0,0,0,39,28,7,2,2,0,77997
127,2023-03,Iowa,7412,8176,3578,3699,227,155,11,0,0,0,26,40,0,81,19,4,0,0,4,5,0,0,0,0,23437
128,2023-03,Kansas,777,6,7705,6440,790,504,0,2,1,0,524,247,2,91,21,0,0,0,3,7,0,1,0,0,17121
129,2023-03,Kentucky,859,323155,12713,9877,725,854,17,7,4,0,1743,1034,3,35,6,0,0,0,30,26,4,0,1,0,351093
130,2023-03,Louisiana,2514,1915,13598,7006,816,795,0,17,5,1,1052,511,13,0,0,0,0,0,14,6,3,0,0,0,28266
131,2023-03,Maine,646,6,4753,4071,407,306,2,0,2,0,67,54,1,22,2,2,0,0,5,5,1,0,0,0,10352
132,2023-03,Mariana Islands,0,0,6,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
133,2023-03,Maryland,16265,32,13403,6825,159,5,0,0,0,0,107,117,4,119,45,9,0,0,0,20,7,0,0,1,37118
134,2023-03,Massachusetts,9986,1,6309,3486,1651,343,5,0,1,0,10,20,3,3,0,0,0,0,36,29,5,0,0,0,21888
135,2023-03,Michigan,22414,6855,29457,20434,2576,1353,0,1,3,0,31,281,10,82,14,0,0,0,30,15,0,1,0,0,83557
136,2023-03,Minnesota,18971,42363,13594,13285,1195,791,0,3,0,0,194,181,3,116,29,3,0,0,16,12,1,0,0,0,90757
137,2023-03,Mississippi,3091,0,10954,6779,495,488,4,2,2,1,1610,814,8,18,1,0,0,0,6,5,2,0,0,0,24280
138,2023-03,Missouri,1082,148,23855,17769,2084,1483,2,8,3,1,1401,732,23,343,50,0,0,0,45,39,8,1,2,0,49079
139,2023-03,Montana,1252,0,5511,4888,438,441,6,2,2,0,422,465,0,31,16,0,0,0,8,7,2,2,3,0,13496
140,2023-03,Nebraska,6284,101,232,1899,28,7,0,0,0,0,2,28,0,18,16,0,0,0,0,0,0,0,0,0,8615
141,2023-03,Nevada,3169,0,6250,2791,450,422,0,2,0,0,309,86,1,1,2,0,0,0,413,144,26,0,0,0,14066
142,2023-03,New Hampshire,1247,3,6838,3567,493,0,34,0,0,0,0,8,0,147,11,9,0,0,0,0,0,0,0,0,12357
143,2023-03,New Jersey,0,0,10810,4653,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,7,1,0,0,16705
144,2023-03,New Mexico,889,0,8550,4994,646,497,0,6,5,0,481,374,3,72,0,0,0,0,91,61,5,7,2,1,16684
145,2023-03,New York,6278,3154,13030,13570,1592,315,1,0,0,0,38,47,5,45,73,7,0,3,344,323,30,7,12,0,38874
146,2023-03,North Carolina,37018,643,10041,13772,1214,439,0,18,11,0,1979,1221,8,806,127,7,1,1,7,10,0,0,2,0,67325
147,2023-03,North Dakota,512,35,2456,3123,188,143,0,1,0,0,60,79,1,9,0,0,0,0,3,1,0,1,1,0,6613
148,2023-03,Ohio,10943,349,29772,17706,2057,1616,0,7,2,1,1445,526,4,278,78,123,0,0,25,11,0,1,0,0,64944
149,2023-03,Oklahoma,3544,10,14152,9540,1456,1115,4,28,11,1,1885,1074,5,428,2,0,0,0,33,29,8,0,2,0,33327
150,2023-03,Oregon,7312,391,32266,17703,0,37,8,0,0,0,0,0,0,215,53,0,0,0,0,0,0,0,0,0,57985
151,2023-03,Pennsylvania,41187,0,54232,25246,31,0,403,0,0,0,0,0,0,860,105,1,0,0,0,0,0,0,0,0,122065
152,2023-03,Puerto Rico,0,0,4768,382,60,43,0,1,0,0,40,8,1,0,0,0,0,0,1036,75,3,3,0,0,6420
153,2023-03,Rhode Island,0,0,1299,793,133,185,0,0,0,0,0,0,1,22,13,12,0,0,10,10,2,0,1,0,2481
154,2023-03,South Carolina,8300,923,13880,6899,871,619,1,7,1,1,897,374,2,245,23,26,0,0,11,6,0,0,0,0,33086
155,2023-03,South Dakota,1089,9,2611,3330,201,195,0,0,0,0,91,87,0,9,4,1,0,0,13,29,1,0,1,0,7671
156,2023-03,Tennessee,18633,367,32348,18569,2001,0,0,0,0,0,0,0,0,87,2,1,0,0,0,0,0,0,0,0,72008
157,2023-03,Texas,32277,0,67368,32194,4370,3639,1,51,31,3,8425,3093,75,276,13,0,0,0,50,40,3,3,3,0,151915
158,2023-03,Utah,18689,57417,6476,5263,835,0,0,9,2,3,283,275,2,232,54,35,0,0,0,0,0,0,0,0,89575
159,2023-03,Vermont,0,0,2172,1958,153,132,0,3,3,1,8,18,1,0,0,0,0,0,4,10,0,0,0,0,4463
160,2023-03,Virgin Islands,133,101,43,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,289
161,2023-03,Virginia,424,203,28577,16656,3867,0,0,0,0,0,0,0,0,582,58,1,0,0,0,0,0,0,0,0,50368
162,2023-03,Washington,17537,362,26460,22044,26896,400,14,0,21,28,448,792,94,590,105,19,0,0,580,499,689,0,3,4,97585
163,2023-03,West Virginia,3686,233,6697,6782,386,469,33,3,4,0,791,670,0,37,10,0,0,0,8,9,0,0,0,0,19818
164,2023-03,Wisconsin,17148,797,23317,17653,1293,70,0,0,0,2,178,148,8,163,27,2,0,0,0,5,0,0,0,0,60811
165,2023-03,Wyoming,551,6,2705,2411,230,152,6,1,2,0,144,147,0,20,8,0,0,0,12,17,1,0,1,0,6414
166,2023-02,Alabama,10966,172,22128,13370,1209,1269,0,16,10,0,2922,1177,9,55,6,0,0,0,17,18,4,0,0,0,53348
167,2023-02,Alaska,167,35,2607,2025,312,182,0,0,0,0,127,94,0,32,8,0,0,0,1,2,3,0,0,0,5595
168,2023-02,Arizona,8930,1676,18576,8692,1538,1152,0,13,3,4,1537,561,7,234,19,0,0,0,10,4,1,1,1,1,42960
169,2023-02,Arkansas,1981,276,7850,6003,469,588,5,6,8,1,1410,1024,2,0,0,0,0,0,6,3,2,0,1,0,19635
170,2023-02,California,21763,10233,36098,21837,4641,0,0,1,1,0,692,398,23,1760,786,149,0,0,7814,2984,600,117,49,2,109948
171,2023-02,Colorado,8940,18,19318,11729,1886,1921,0,0,0,0,0,0,0,273,38,1,0,0,0,0,0,0,0,0,44124
172,2023-02,Connecticut,8538,548,5941,1937,997,0,1,0,0,0,0,0,0,0,0,0,0,0,518,149,75,0,0,0,18704
173,2023-02,Delaware,615,0,2325,1005,90,82,0,0,1,0,23,13,0,99,0,0,0,0,82,12,3,0,0,0,4350
174,2023-02,District of Columbia,885,0,307,16,2,3,6,0,0,0,0,0,0,7,0,83,0,0,0,0,0,0,0,0,1309
175,2023-02,Florida,19584,0,60511,22852,4587,3049,0,3,1,1,4671,1080,11,1361,100,2,0,0,251,188,67,43,40,0,118402
176,2023-02,Georgia,15422,0,21324,9576,1028,1002,0,28,6,0,2680,956,15,55,1,0,0,0,13,7,0,0,1,2,52116
177,2023-02,Guam,0,0,148,69,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
178,2023-02,Hawaii,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1723
179,2023-02,Idaho,7686,43,5631,4694,621,372,0,5,1,0,341,324,0,56,11,2,0,0,13,11,0,0,0,0,19811
180,2023-02,Illinois,372638,0,27357,10907,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412005
181,2023-02,Indiana,347,26332,24114,12607,1765,1204,8,6,2,0,1148,443,22,49,1,0,0,0,41,25,2,2,2,0,68120
182,2023-02,Iowa,5950,5479,3022,2825,199,112,5,0,1,1,37,35,1,54,12,1,0,0,2,3,0,0,0,0,17739
183,2023-02,Kansas,839,2,7396,5821,732,540,0,1,2,0,625,281,6,82,19,0,0,0,3,17,1,1,1,0,16369
184,2023-02,Kentucky,690,270430,12761,8864,662,969,4,7,5,0,2172,1257,4,29,7,0,0,0,16,18,1,5,1,0,297902
185,2023-02,Louisiana,1674,1183,12585,6683,756,702,0,15,5,0,1341,608,10,0,0,0,0,0,16,10,8,0,0,0,25596
186,2023-02,Maine,522,2,4018,3366,321,242,0,0,0,0,90,64,1,35,8,1,0,0,3,0,1,0,0,0,8674
187,2023-02,Mariana Islands,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
188,2023-02,Maryland,13140,29,12686,5806,138,7,0,1,1,0,118,87,2,102,25,5,0,0,0,20,3,0,0,1,32171
189,2023-02,Massachusetts,8895,0,5596,2764,1417,301,2,0,0,2,11,19,2,0,0,0,0,0,30,29,9,0,1,0,19078
190,2023-02,Michigan,17577,5731,24124,15758,2175,1042,0,1,2,1,22,263,9,133,6,0,0,0,35,10,0,2,0,0,66891
191,2023-02,Minnesota,12512,32642,10910,9693,1033,605,0,0,2,0,187,203,4,86,19,0,0,0,8,13,2,1,2,0,67922
192,2023-02,Mississippi,2972,0,10674,6743,481,575,0,9,9,2,2021,914,4,13,1,0,0,0,4,2,0,0,2,1,24427
193,2023-02,Missouri,758,96,21445,15486,1910,1491,3,12,4,0,1729,879,9,359,41,4,0,0,67,63,7,2,5,0,44370
194,2023-02,Montana,920,0,4166,3859,330,353,8,3,3,0,393,454,1,33,3,0,0,0,4,10,0,0,0,0,10540
195,2023-02,Nebraska,4840,105,223,1771,33,12,0,0,0,0,4,32,0,29,7,1,0,0,0,0,0,0,0,0,7057
196,2023-02,Nevada,2537,0,5046,2174,362,316,0,1,0,0,340,84,1,0,0,0,0,0,395,152,23,0,0,0,11431
197,2023-02,New Hampshire,989,0,6241,3109,437,0,28,0,5,0,0,5,0,103,7,1,0,0,0,1,0,0,0,0,10926
198,2023-02,New Jersey,0,0,8541,3731,936,0,0,0,0,0,0,0,0,2,1,0,0,0,68,60,5,2,0,1,13347
199,2023-02,New Mexico,661,0,7439,4251,645,487,0,9,2,0,586,482,1,5,2,0,0,0,88,63,3,1,0,0,14725
200,2023-02,New York,5128,2509,10597,10952,1292,277,0,1,0,0,45,40,4,39,60,3,0,4,289,240,15,4,6,0,31505
201,2023-02,North Carolina,33159,223,1745,12607,1103,336,0,18,14,0,2355,1334,9,736,116,22,1,0,1,5,0,1,0,0,53785
202,2023-02,North Dakota,609,4,2174,2472,153,138,0,0,0,0,73,87,2,13,2,0,0,0,6,3,0,0,0,0,5736
203,2023-02,Ohio,8115,270,28191,15172,1813,1510,0,3,7,0,1887,660,4,255,87,78,0,0,10,11,0,1,4,0,58078
204,2023-02,Oklahoma,2338,5,13503,9022,1488,1170,0,26,18,1,2164,1153,8,343,3,0,0,0,25,24,4,0,2,1,31298
205,2023-02,Oregon,6262,411,24857,12697,0,10,2,0,0,0,0,0,0,136,35,1,0,0,0,0,0,0,0,0,44411
206,2023-02,Pennsylvania,35314,0,47212,21088,35,0,354,0,0,0,0,0,0,725,98,1,0,0,0,0,0,0,0,0,104827
